order_id,customer_id,store_id,channel,order_ts,order_status,fulfilment_type,shipping_fee
ORD0000020,CUST000082,STOR0024,MARKETPLACE,2025-11-02 04:49:00,CANCELLED,EXPRESS,11.61
ORD0000021,CUST001097,STOR0039,MARKETPLACE,2025-11-28 10:19:00,COMPLETED,EXPRESS,12.79
ORD0000022,CUST001148,STOR0060,STORE,2025-08-12 22:37:00,CANCELLED,EXPRESS,2.27
ORD0000023,CUST001059,STOR0040,ONLINE,2025-09-08 10:34:00,COMPLETED,CLICK_COLLECT,6.71
ORD0000024,CUST001052,STOR0015,MARKETPLACE,2025-07-14 09:38:00,COMPLETED,STANDARD,14.15
ORD0000025,CUST000687,STOR0034,B2B,2025-08-03 09:12:00,COMPLETED,EXPRESS,14.94
ORD0000026,CUST000286,STOR0052,MARKETPLACE,2025-10-24 21:12:00,COMPLETED,CLICK_COLLECT,17.15
ORD0000027,CUST000658,STOR0014,B2B,2025-11-04 17:35:00,PENDING,CLICK_COLLECT,4.34
ORD0000028,CUST000597,STOR0041,STORE,2025-11-07 23:56:00,COMPLETED,CLICK_COLLECT,19.75
ORD0000029,CUST001018,STOR0024,STORE,2025-12-04 10:11:00,CANCELLED,EXPRESS,17.93
ORD0000030,CUST001101,STOR0022,STORE,2025-12-30 18:29:00,COMPLETED,CLICK_COLLECT,1.8
ORD0000031,CUST001128,STOR0026,ONLINE,2025-06-06 12:52:00,COMPLETED,STANDARD,20.3
ORD0000032,CUST001128,STOR0038,MARKETPLACE,2025-07-10 15:29:00,PENDING,CLICK_COLLECT,10.51
ORD0000033,CUST001003,STOR0039,ONLINE,2025-07-13 01:27:00,CANCELLED,EXPRESS,9.67
ORD0000034,CUST000252,STOR0024,ONLINE,2025-06-05 04:11:00,COMPLETED,STANDARD,6.93
ORD0000035,CUST000261,STOR0051,ONLINE,2025-09-23 17:17:00,CANCELLED,STANDARD,1.0
ORD0000036,CUST000021,STOR0008,MARKETPLACE,2025-10-22 18:03:00,PENDING,CLICK_COLLECT,6.93
ORD0000037,CUST000452,STOR0040,MARKETPLACE,2025-08-24 07:14:00,PENDING,EXPRESS,21.02
ORD0000038,CUST001197,STOR0021,STORE,2025-06-13 00:35:00,COMPLETED,EXPRESS,5.08
ORD0000039,CUST000187,STOR0037,MARKETPLACE,2025-10-10 00:10:00,CANCELLED,STANDARD,2.39
ORD0000040,CUST000496,STOR0030,STORE,2025-12-08 13:14:00,COMPLETED,STANDARD,6.99
ORD0000041,CUST000632,STOR0028,B2B,2025-05-06 07:42:00,CANCELLED,STANDARD,5.8
ORD0000042,CUST000910,STOR0029,STORE,2025-12-08 02:26:00,CANCELLED,CLICK_COLLECT,18.77
ORD0000043,CUST000557,STOR0014,B2B,2025-05-11 17:48:00,CANCELLED,CLICK_COLLECT,8.56
ORD0000044,CUST000795,STOR0054,B2B,2025-05-11 15:32:00,PENDING,STANDARD,9.32
ORD0000045,CUST000774,STOR0011,B2B,2025-11-02 02:38:00,COMPLETED,STANDARD,7.86
ORD0000046,CUST000596,STOR0058,STORE,2025-08-17 08:15:00,CANCELLED,CLICK_COLLECT,21.94
ORD0000047,CUST001154,STOR0016,ONLINE,2025-05-12 21:59:00,CANCELLED,CLICK_COLLECT,20.0
ORD0000048,CUST000737,STOR0025,ONLINE,2025-08-13 18:22:00,CANCELLED,EXPRESS,18.1
ORD0000049,CUST000896,STOR0017,MARKETPLACE,2025-12-24 13:05:00,COMPLETED,EXPRESS,9.16
ORD0000050,CUST000346,STOR0015,STORE,2025-07-11 15:10:00,COMPLETED,EXPRESS,9.11
ORD0000051,CUST000326,STOR0006,ONLINE,2025-11-16 07:05:00,COMPLETED,STANDARD,13.13
ORD0000052,CUST000601,STOR0010,B2B,2025-07-10 14:09:00,COMPLETED,STANDARD,5.73
ORD0000053,CUST000137,STOR0015,ONLINE,2025-07-24 05:33:00,PENDING,STANDARD,14.32
ORD0000054,CUST000591,STOR0036,B2B,2025-11-22 23:11:00,CANCELLED,STANDARD,5.91
ORD0000055,CUST000158,STOR0005,ONLINE,2025-11-28 06:38:00,COMPLETED,STANDARD,13.35
ORD0000056,CUST000756,STOR0047,STORE,2025-11-21 14:35:00,COMPLETED,CLICK_COLLECT,23.3
ORD0000057,CUST000352,STOR0050,MARKETPLACE,2025-07-07 00:20:00,PENDING,STANDARD,12.52
ORD0000058,CUST000277,STOR0011,ONLINE,2025-12-21 01:25:00,CANCELLED,STANDARD,21.16
ORD0000059,CUST000753,STOR0037,MARKETPLACE,2025-07-06 19:53:00,CANCELLED,STANDARD,11.37
ORD0000060,CUST000509,STOR0011,ONLINE,2025-11-03 03:45:00,COMPLETED,EXPRESS,3.4
ORD0000061,CUST001004,STOR0044,B2B,2025-07-18 14:33:00,PENDING,CLICK_COLLECT,18.16
ORD0000062,CUST001065,STOR0023,B2B,2025-12-19 16:29:00,COMPLETED,CLICK_COLLECT,23.42
ORD0000063,CUST001024,STOR0009,ONLINE,2025-06-17 16:54:00,COMPLETED,STANDARD,14.99
ORD0000064,CUST000845,STOR0025,B2B,2025-08-08 09:07:00,COMPLETED,EXPRESS,0.6
ORD0000065,CUST000033,STOR0014,B2B,2025-09-07 06:48:00,COMPLETED,EXPRESS,21.63
ORD0000066,CUST000619,STOR0026,STORE,2025-11-24 23:08:00,COMPLETED,STANDARD,22.51
ORD0000067,CUST000997,STOR0026,B2B,2025-12-23 14:16:00,CANCELLED,EXPRESS,22.06
ORD0000068,CUST000106,STOR0016,STORE,2025-09-01 04:26:00,COMPLETED,EXPRESS,9.35
ORD0000069,CUST000792,STOR0057,B2B,2025-08-03 14:58:00,COMPLETED,CLICK_COLLECT,7.35
ORD0000070,CUST000978,STOR0003,B2B,2025-12-02 16:35:00,COMPLETED,EXPRESS,8.29
ORD0000071,CUST000023,STOR0007,STORE,2025-07-24 16:10:00,PENDING,EXPRESS,1.5
ORD0000072,CUST001068,STOR0024,ONLINE,2025-09-13 06:40:00,CANCELLED,EXPRESS,8.35
ORD0000073,CUST000669,STOR0019,MARKETPLACE,2025-10-09 14:22:00,COMPLETED,CLICK_COLLECT,14.64
ORD0000074,CUST000999,STOR0028,ONLINE,2025-12-18 14:48:00,PENDING,CLICK_COLLECT,18.72
ORD0000075,CUST000774,STOR0022,B2B,2025-09-12 02:09:00,COMPLETED,STANDARD,3.56
ORD0000076,CUST000787,STOR0018,B2B,2025-12-26 06:05:00,COMPLETED,STANDARD,1.1
ORD0000077,CUST000857,STOR0037,STORE,2025-05-09 04:12:00,CANCELLED,STANDARD,10.67
ORD0000078,CUST000432,STOR0001,ONLINE,2025-09-28 08:58:00,COMPLETED,STANDARD,6.64
ORD0000079,CUST000960,STOR0059,STORE,2025-09-06 02:14:00,CANCELLED,STANDARD,2.0
ORD0000080,CUST000763,STOR0055,B2B,2025-08-31 10:39:00,COMPLETED,CLICK_COLLECT,13.96
ORD0000081,CUST000669,STOR0034,STORE,2025-12-19 23:21:00,PENDING,CLICK_COLLECT,17.07
ORD0000082,CUST000503,STOR0015,ONLINE,2025-11-28 19:49:00,CANCELLED,EXPRESS,6.8
ORD0000083,CUST001022,STOR0047,B2B,2026-01-01 16:19:00,COMPLETED,CLICK_COLLECT,7.51
ORD0000084,CUST000304,STOR0036,STORE,2025-12-12 08:06:00,COMPLETED,STANDARD,11.61
ORD0000085,CUST001111,STOR0033,MARKETPLACE,2025-06-14 03:44:00,CANCELLED,CLICK_COLLECT,10.0
ORD0000086,CUST000167,STOR0016,STORE,2025-09-28 10:19:00,PENDING,EXPRESS,23.71
ORD0000087,CUST000643,STOR0060,ONLINE,2025-10-22 02:49:00,CANCELLED,EXPRESS,20.38
ORD0000088,CUST000063,STOR0022,MARKETPLACE,2025-06-14 13:30:00,COMPLETED,EXPRESS,5.89
ORD0000089,CUST000812,STOR0038,STORE,2025-12-17 15:59:00,CANCELLED,EXPRESS,21.24
ORD0000090,CUST000338,STOR0022,STORE,2025-07-18 07:39:00,PENDING,EXPRESS,14.84
ORD0000091,CUST000169,STOR0006,ONLINE,2025-12-10 02:06:00,COMPLETED,CLICK_COLLECT,10.71
ORD0000092,CUST000312,STOR0004,ONLINE,2025-12-21 02:59:00,CANCELLED,STANDARD,0.82
ORD0000093,CUST000732,STOR0043,ONLINE,2025-07-19 11:43:00,COMPLETED,STANDARD,22.32
ORD0000094,CUST001194,STOR0006,ONLINE,2025-07-29 03:02:00,PENDING,STANDARD,20.54
ORD0000095,CUST000801,STOR0053,B2B,2025-06-24 05:57:00,COMPLETED,EXPRESS,14.83
ORD0000096,CUST000583,STOR0009,ONLINE,2025-10-10 16:04:00,CANCELLED,CLICK_COLLECT,21.31
ORD0000097,CUST001055,STOR0007,B2B,2025-06-15 20:49:00,PENDING,STANDARD,17.23
ORD0000098,CUST000694,STOR0043,STORE,2025-05-14 12:54:00,CANCELLED,EXPRESS,8.97
ORD0000099,CUST000822,STOR0027,STORE,2025-09-13 09:18:00,COMPLETED,CLICK_COLLECT,8.17
ORD0000100,CUST000318,STOR0003,ONLINE,2025-07-06 14:09:00,COMPLETED,CLICK_COLLECT,21.88
ORD0000101,CUST000259,STOR0010,ONLINE,2025-06-12 03:28:00,COMPLETED,EXPRESS,17.19
ORD0000102,CUST000987,STOR0028,B2B,2025-10-01 07:45:00,COMPLETED,CLICK_COLLECT,16.71
ORD0000103,CUST000620,STOR0060,STORE,2025-10-24 17:46:00,CANCELLED,CLICK_COLLECT,0.85
ORD0000104,CUST000707,STOR0005,ONLINE,2025-06-15 12:12:00,COMPLETED,EXPRESS,9.74
ORD0000105,CUST000815,STOR0051,MARKETPLACE,2025-11-30 15:29:00,CANCELLED,STANDARD,20.39
ORD0000106,CUST000645,STOR0059,STORE,2025-11-12 22:27:00,COMPLETED,STANDARD,23.86
ORD0000107,CUST000686,STOR0010,ONLINE,2025-08-20 02:31:00,COMPLETED,STANDARD,12.82
ORD0000108,CUST000415,STOR0047,STORE,2025-09-09 08:58:00,CANCELLED,STANDARD,19.27
ORD0000109,CUST000703,STOR0052,MARKETPLACE,2025-10-14 11:45:00,COMPLETED,STANDARD,2.61
ORD0000110,CUST000433,STOR0010,MARKETPLACE,2025-11-19 16:12:00,PENDING,EXPRESS,13.27
ORD0000111,CUST000403,STOR0028,ONLINE,2025-12-19 16:37:00,CANCELLED,CLICK_COLLECT,14.77
ORD0000112,CUST000935,STOR0003,MARKETPLACE,2025-07-19 17:48:00,COMPLETED,STANDARD,10.18
ORD0000113,CUST000855,STOR0060,B2B,2025-10-13 02:30:00,PENDING,CLICK_COLLECT,5.77
ORD0000114,CUST000921,STOR0017,MARKETPLACE,2025-07-25 18:14:00,COMPLETED,STANDARD,16.71
ORD0000115,CUST000544,STOR0001,STORE,2025-10-01 08:25:00,COMPLETED,STANDARD,23.8
ORD0000116,CUST000005,STOR0028,ONLINE,2025-08-29 07:25:00,COMPLETED,EXPRESS,13.38
ORD0000117,CUST000034,STOR0033,MARKETPLACE,2025-12-22 17:26:00,PENDING,CLICK_COLLECT,1.28
ORD0000118,CUST001132,STOR0019,ONLINE,2025-10-01 06:34:00,COMPLETED,EXPRESS,14.02
ORD0000119,CUST000411,STOR0001,B2B,2025-07-29 05:34:00,COMPLETED,EXPRESS,16.17
ORD0000120,CUST000266,STOR0060,MARKETPLACE,2025-09-05 00:06:00,COMPLETED,CLICK_COLLECT,7.31
ORD0000121,CUST000874,STOR0014,STORE,2025-07-10 13:10:00,COMPLETED,STANDARD,19.13
ORD0000122,CUST001124,STOR0041,ONLINE,2025-07-18 09:34:00,COMPLETED,STANDARD,21.83
ORD0000123,CUST000136,STOR0050,MARKETPLACE,2025-12-10 00:15:00,COMPLETED,STANDARD,19.12
ORD0000124,CUST001095,STOR0030,ONLINE,2025-07-31 03:32:00,CANCELLED,CLICK_COLLECT,15.36
ORD0000125,CUST000189,STOR0023,STORE,2025-11-23 02:22:00,CANCELLED,STANDARD,13.63
ORD0000126,CUST000177,STOR0005,STORE,2025-07-09 23:01:00,COMPLETED,EXPRESS,4.01
ORD0000127,CUST000398,STOR0031,MARKETPLACE,2025-11-30 22:34:00,COMPLETED,EXPRESS,21.34
ORD0000128,CUST001050,STOR0050,B2B,2025-11-24 13:06:00,COMPLETED,STANDARD,4.75
ORD0000129,CUST000138,STOR0048,STORE,2025-10-16 15:49:00,CANCELLED,CLICK_COLLECT,19.27
ORD0000130,CUST000756,STOR0013,ONLINE,2025-08-13 10:41:00,COMPLETED,EXPRESS,4.7
ORD0000131,CUST000763,STOR0042,MARKETPLACE,2025-09-29 11:01:00,CANCELLED,CLICK_COLLECT,20.94
ORD0000132,CUST000275,STOR0054,ONLINE,2025-07-25 14:05:00,PENDING,CLICK_COLLECT,14.04
ORD0000133,CUST000970,STOR0032,MARKETPLACE,2025-06-04 18:08:00,COMPLETED,CLICK_COLLECT,20.27
ORD0000134,CUST000504,STOR0020,B2B,2025-11-23 20:20:00,COMPLETED,STANDARD,21.47
ORD0000135,CUST000281,STOR0045,MARKETPLACE,2025-05-20 09:42:00,CANCELLED,STANDARD,7.02
ORD0000136,CUST001088,STOR0024,ONLINE,2025-12-09 13:04:00,CANCELLED,EXPRESS,18.47
ORD0000137,CUST000584,STOR0021,STORE,2025-08-18 00:01:00,COMPLETED,STANDARD,23.29
ORD0000138,CUST000206,STOR0024,ONLINE,2025-10-07 19:54:00,COMPLETED,EXPRESS,19.2
ORD0000139,CUST001181,STOR0014,ONLINE,2025-07-26 03:11:00,COMPLETED,STANDARD,6.91
ORD0000140,CUST001109,STOR0059,ONLINE,2025-12-07 17:48:00,PENDING,CLICK_COLLECT,21.76
ORD0000141,CUST001132,STOR0043,MARKETPLACE,2025-09-22 09:58:00,COMPLETED,EXPRESS,18.81
ORD0000142,CUST000861,STOR0006,MARKETPLACE,2025-05-16 09:58:00,COMPLETED,CLICK_COLLECT,1.3
ORD0000143,CUST000009,STOR0007,B2B,2025-05-23 03:37:00,COMPLETED,EXPRESS,20.24
ORD0000144,CUST000542,STOR0011,STORE,2025-08-17 17:06:00,COMPLETED,EXPRESS,4.21
ORD0000145,CUST000213,STOR0041,ONLINE,2025-10-19 18:44:00,CANCELLED,STANDARD,18.22
ORD0000146,CUST001044,STOR0016,B2B,2025-06-07 05:47:00,COMPLETED,CLICK_COLLECT,13.07
ORD0000147,CUST000385,STOR0032,STORE,2025-07-14 18:50:00,COMPLETED,EXPRESS,5.28
ORD0000148,CUST001081,STOR0019,MARKETPLACE,2025-10-23 12:12:00,COMPLETED,EXPRESS,24.34
ORD0000149,CUST000552,STOR0016,ONLINE,2025-08-19 18:18:00,CANCELLED,EXPRESS,16.21
ORD0000150,CUST000831,STOR0038,STORE,2025-09-10 00:07:00,COMPLETED,CLICK_COLLECT,3.2
ORD0000151,CUST000246,STOR0043,STORE,2025-06-22 20:37:00,COMPLETED,CLICK_COLLECT,1.01
ORD0000152,CUST000148,STOR0044,B2B,2025-07-08 23:02:00,COMPLETED,STANDARD,6.91
ORD0000153,CUST000431,STOR0046,ONLINE,2025-06-03 18:00:00,COMPLETED,EXPRESS,2.67
ORD0000154,CUST000302,STOR0047,ONLINE,2025-06-27 14:09:00,COMPLETED,EXPRESS,24.43
ORD0000155,CUST000564,STOR0029,STORE,2025-08-10 21:33:00,COMPLETED,STANDARD,9.73
ORD0000156,CUST000498,STOR0032,B2B,2025-06-23 21:54:00,COMPLETED,EXPRESS,1.22
ORD0000157,CUST000325,STOR0004,ONLINE,2025-05-06 13:29:00,CANCELLED,CLICK_COLLECT,7.23
ORD0000158,CUST000589,STOR0010,MARKETPLACE,2025-08-19 03:56:00,COMPLETED,STANDARD,10.65
ORD0000159,CUST001085,STOR0005,B2B,2025-05-09 15:50:00,COMPLETED,EXPRESS,16.11
ORD0000160,CUST000565,STOR0054,B2B,2025-08-29 06:44:00,CANCELLED,EXPRESS,4.01
ORD0000161,CUST000274,STOR0002,STORE,2025-07-01 14:57:00,CANCELLED,EXPRESS,5.47
ORD0000162,CUST000297,STOR0008,MARKETPLACE,2025-09-24 16:41:00,COMPLETED,CLICK_COLLECT,6.37
ORD0000163,CUST001058,STOR0052,MARKETPLACE,2025-05-31 08:55:00,CANCELLED,STANDARD,1.57
ORD0000164,CUST000580,STOR0017,STORE,2025-12-18 03:15:00,PENDING,CLICK_COLLECT,14.36
ORD0000165,CUST000375,STOR0041,B2B,2025-12-28 16:58:00,PENDING,STANDARD,3.73
ORD0000166,CUST001135,STOR0027,MARKETPLACE,2025-05-11 10:49:00,COMPLETED,EXPRESS,4.84
ORD0000167,CUST000871,STOR0017,MARKETPLACE,2025-06-02 23:19:00,PENDING,STANDARD,15.72
ORD0000168,CUST001156,STOR0023,ONLINE,2025-10-24 19:36:00,CANCELLED,EXPRESS,15.62
ORD0000169,CUST000094,STOR0055,MARKETPLACE,2025-12-19 07:20:00,COMPLETED,EXPRESS,18.97
ORD0000170,CUST000467,STOR0028,ONLINE,2025-09-19 10:31:00,COMPLETED,STANDARD,14.13
ORD0000171,CUST000090,STOR0014,B2B,2025-06-10 07:26:00,CANCELLED,CLICK_COLLECT,24.9
ORD0000172,CUST001124,STOR0029,STORE,2025-05-24 03:43:00,COMPLETED,CLICK_COLLECT,5.36
ORD0000173,CUST000526,STOR0001,B2B,2025-08-08 03:02:00,COMPLETED,EXPRESS,16.08
ORD0000174,CUST000429,STOR0006,MARKETPLACE,2025-12-19 14:57:00,COMPLETED,CLICK_COLLECT,2.97
ORD0000175,CUST001100,STOR0048,STORE,2025-11-28 08:50:00,COMPLETED,EXPRESS,17.22
ORD0000176,CUST000014,STOR0060,B2B,2025-09-21 05:42:00,COMPLETED,EXPRESS,22.19
ORD0000177,CUST001194,STOR0015,MARKETPLACE,2025-05-31 02:32:00,COMPLETED,EXPRESS,17.41
ORD0000178,CUST000927,STOR0036,STORE,2025-12-31 11:48:00,COMPLETED,CLICK_COLLECT,2.44
ORD0000179,CUST000564,STOR0013,STORE,2025-10-13 18:01:00,COMPLETED,STANDARD,18.44
ORD0000180,CUST000429,STOR0013,STORE,2025-11-09 05:12:00,COMPLETED,EXPRESS,1.53
ORD0000181,CUST000276,STOR0003,ONLINE,2025-08-29 07:39:00,COMPLETED,EXPRESS,15.68
ORD0000182,CUST000885,STOR0010,ONLINE,2025-12-17 09:53:00,COMPLETED,EXPRESS,9.45
ORD0000183,CUST001092,STOR0012,B2B,2025-06-18 11:02:00,COMPLETED,STANDARD,19.11
ORD0000184,CUST000851,STOR0007,B2B,2025-06-29 02:09:00,COMPLETED,CLICK_COLLECT,20.31
ORD0000185,CUST001137,STOR0057,MARKETPLACE,2025-07-13 22:33:00,CANCELLED,STANDARD,20.72
ORD0000186,CUST001162,STOR0014,B2B,2025-10-05 17:42:00,CANCELLED,STANDARD,15.27
ORD0000187,CUST000647,STOR0017,STORE,2025-11-25 14:17:00,COMPLETED,STANDARD,10.15
ORD0000188,CUST000187,STOR0056,ONLINE,2025-08-10 17:29:00,COMPLETED,STANDARD,5.74
ORD0000189,CUST000232,STOR0036,B2B,2025-11-01 17:54:00,CANCELLED,CLICK_COLLECT,14.52
ORD0000190,CUST001061,STOR0012,STORE,2025-11-10 04:03:00,COMPLETED,STANDARD,22.7
ORD0000191,CUST000152,STOR0016,ONLINE,2025-09-13 19:34:00,COMPLETED,CLICK_COLLECT,13.44
ORD0000192,CUST001125,STOR0009,STORE,2025-07-11 08:21:00,COMPLETED,EXPRESS,12.26
ORD0000193,CUST000452,STOR0045,ONLINE,2025-12-06 06:08:00,PENDING,STANDARD,15.62
ORD0000194,CUST001120,STOR0006,MARKETPLACE,2025-05-24 13:46:00,CANCELLED,STANDARD,17.03
ORD0000195,CUST000068,STOR0049,ONLINE,2025-12-08 10:01:00,COMPLETED,CLICK_COLLECT,17.27
ORD0000196,CUST000172,STOR0021,STORE,2025-12-12 23:01:00,PENDING,STANDARD,2.07
ORD0000197,CUST000202,STOR0029,MARKETPLACE,2025-06-23 15:51:00,COMPLETED,CLICK_COLLECT,18.71
ORD0000198,CUST000307,STOR0023,MARKETPLACE,2025-10-07 00:46:00,CANCELLED,CLICK_COLLECT,2.88
ORD0000199,CUST000594,STOR0049,MARKETPLACE,2025-12-26 16:41:00,COMPLETED,STANDARD,2.13
ORD0000200,CUST001181,STOR0035,B2B,2025-11-30 04:38:00,COMPLETED,EXPRESS,13.06
ORD0000201,CUST000360,STOR0053,MARKETPLACE,2025-11-18 02:09:00,PENDING,CLICK_COLLECT,19.71
ORD0000202,CUST000083,STOR0033,B2B,2025-07-25 12:30:00,CANCELLED,STANDARD,1.1
ORD0000203,CUST000536,STOR0057,STORE,2025-05-18 00:42:00,CANCELLED,EXPRESS,15.92
ORD0000204,CUST001057,STOR0018,STORE,2025-05-28 11:46:00,CANCELLED,EXPRESS,14.08
ORD0000205,CUST000552,STOR0033,STORE,2025-07-05 13:09:00,COMPLETED,EXPRESS,16.53
ORD0000206,CUST000349,STOR0051,B2B,2025-08-07 09:52:00,COMPLETED,CLICK_COLLECT,17.86
ORD0000207,CUST000833,STOR0014,STORE,2025-10-13 15:03:00,CANCELLED,CLICK_COLLECT,21.4
ORD0000208,CUST000728,STOR0051,ONLINE,2025-09-25 14:39:00,PENDING,CLICK_COLLECT,23.83
ORD0000209,CUST000258,STOR0005,ONLINE,2025-12-11 16:11:00,COMPLETED,STANDARD,23.2
ORD0000210,CUST001083,STOR0008,ONLINE,2025-12-13 12:16:00,COMPLETED,CLICK_COLLECT,18.33
ORD0000211,CUST999999,STOR0031,B2B,2025-12-11 20:11:00,COMPLETED,CLICK_COLLECT,4.85
ORD0000212,CUST000132,STOR0026,MARKETPLACE,2025-11-05 06:33:00,COMPLETED,STANDARD,16.82
ORD0000213,CUST000605,STOR0047,STORE,2025-06-11 22:25:00,PENDING,CLICK_COLLECT,16.13
ORD0000214,CUST000835,STOR0020,STORE,2025-10-23 23:19:00,COMPLETED,STANDARD,21.99
ORD0000215,CUST000755,STOR0047,B2B,2025-11-15 22:08:00,COMPLETED,STANDARD,7.74
ORD0000216,CUST000947,STOR0056,ONLINE,2025-11-21 08:05:00,CANCELLED,EXPRESS,23.64
ORD0000217,CUST000727,STOR0049,MARKETPLACE,2025-10-14 12:10:00,COMPLETED,STANDARD,4.66
ORD0000218,CUST000756,STOR0022,STORE,2025-11-23 07:46:00,COMPLETED,STANDARD,23.98
ORD0000219,CUST000174,STOR0031,B2B,2025-12-25 23:01:00,COMPLETED,EXPRESS,19.8
ORD0000220,CUST001180,STOR0053,ONLINE,2025-12-12 09:32:00,COMPLETED,CLICK_COLLECT,2.72
ORD0000221,CUST001026,STOR0034,STORE,2025-07-06 17:44:00,COMPLETED,EXPRESS,18.14
ORD0000222,CUST000127,STOR0044,MARKETPLACE,2025-06-09 14:39:00,COMPLETED,EXPRESS,17.17
ORD0000223,CUST000420,STOR0059,STORE,2025-05-20 09:15:00,COMPLETED,EXPRESS,4.86
ORD0000224,CUST000646,STOR0057,ONLINE,2025-09-17 08:37:00,CANCELLED,CLICK_COLLECT,5.55
ORD0000225,CUST000194,STOR0046,B2B,2025-06-11 03:05:00,PENDING,EXPRESS,18.03
ORD0000226,CUST000099,STOR0039,STORE,2025-11-23 03:34:00,COMPLETED,CLICK_COLLECT,2.29
ORD0000227,CUST000444,STOR0009,B2B,2025-10-26 06:31:00,COMPLETED,STANDARD,0.98
ORD0000228,CUST000158,STOR0006,B2B,2025-08-18 01:46:00,COMPLETED,EXPRESS,2.38
ORD0000229,CUST001132,STOR0047,ONLINE,2025-09-11 13:49:00,COMPLETED,STANDARD,5.22
ORD0000230,CUST000219,STOR0022,B2B,2025-05-12 00:37:00,COMPLETED,CLICK_COLLECT,3.2
ORD0000231,CUST000027,STOR0016,B2B,2025-10-05 16:59:00,COMPLETED,EXPRESS,15.92
ORD0000232,CUST000581,STOR0053,ONLINE,2025-09-10 08:46:00,CANCELLED,STANDARD,22.06
ORD0000233,CUST000754,STOR0040,MARKETPLACE,2025-10-27 06:25:00,COMPLETED,STANDARD,1.91
ORD0000234,CUST000253,STOR0056,MARKETPLACE,2025-10-07 02:51:00,COMPLETED,CLICK_COLLECT,7.31
ORD0000235,CUST000978,STOR0022,ONLINE,2025-07-04 12:33:00,PENDING,STANDARD,18.91
ORD0000236,CUST000323,STOR0014,STORE,2025-08-18 06:10:00,COMPLETED,STANDARD,11.28
ORD0000237,CUST000158,STOR0006,MARKETPLACE,2025-07-30 10:26:00,COMPLETED,CLICK_COLLECT,18.65
ORD0000238,CUST001065,STOR0035,B2B,2025-11-09 09:08:00,COMPLETED,EXPRESS,15.76
ORD0000239,CUST001009,STOR0060,B2B,2025-11-21 10:15:00,CANCELLED,EXPRESS,24.16
ORD0000240,CUST000197,STOR0008,STORE,2025-11-12 01:33:00,CANCELLED,STANDARD,23.47
ORD0000241,CUST000417,STOR0024,B2B,2025-06-24 01:33:00,CANCELLED,CLICK_COLLECT,2.21
ORD0000242,CUST000316,STOR0044,B2B,2025-12-15 00:24:00,COMPLETED,EXPRESS,23.51
ORD0000243,CUST000448,STOR0017,MARKETPLACE,2025-06-29 03:11:00,COMPLETED,STANDARD,20.43
ORD0000244,CUST000894,STOR0037,ONLINE,2025-09-13 17:11:00,CANCELLED,CLICK_COLLECT,21.19
ORD0000245,CUST000293,STOR0040,STORE,2025-08-22 17:41:00,PENDING,EXPRESS,7.26
ORD0000246,CUST000623,STOR0058,ONLINE,2025-05-16 03:15:00,PENDING,EXPRESS,19.51
ORD0000247,CUST000977,STOR0056,STORE,2025-08-01 09:15:00,CANCELLED,STANDARD,5.3
